Cu,Fe,"1,2-NQN","1,4-NQN",PQN,•OH,PM2.5,SOA_mass,SOA_activity
2865.9833,0.0,0.0,0.0,0.0,0.335126,2988.33,0.427,0.35
8511.4858,0.0,0.0,0.0,0.0,0.372447,8906.72,0.261,0.244
0.0,511.6932,20.9895,0.0,0.0,0.719844,800.82,0.163,0.146
46.8869,74.0547,0.0,0.0,0.0,0.317185,311.8,0.15,0.12
0.0,0.0,0.0,0.0,12.6743,0.021366,294.5,0.496,0.283
0.0,0.0,44.3024,0.0,0.0,0.285909,514.02,0.318,0.16
0.0,0.0,0.0,0.0,38.9283,0.060374,429.93,0.213,0.195
0.0,48.9576,19.4688,0.0,0.0,0.405761,365.6,0.192,0.207
0.0,0.0,0.0,0.0,286.7816,0.24852,478.15,0.483,0.11
1054.773,38.8095,0.0,3.8463,0.4146,0.589913,1548.53,0.326,0.276
0.0,0.0,0.0,413.4293,0.0,0.111796,543.03,0.495,0.233
0.0,0.0,351.2703,0.0,0.0,0.495057,695.72,0.193,0.104
0.0,0.0,0.0,34.2252,0.0,0.009111,197.77,0.449,0.151
0.0,0.0,0.0,0.0,144.4843,0.179984,405.33,0.159,0.395
92.9195,77.1093,0.0,0.0,0.0,0.388136,296.0,0.252,0.398
0.0,50.0,20.0,0.0,0.0,0.406307,548.87,0.213,0.215
0.0,2106.6219,0.0,0.0,0.0,1.337653,2373.96,0.153,0.124
0.0,0.0,0.0,0.0,273.3386,0.253275,432.06,0.373,0.315
0.0,0.0,0.0,0.0,189.8687,0.213304,279.65,0.237,0.394
7616.3869,0.0,0.0,0.0,0.0,0.366452,8047.29,0.151,0.219
13.3573,16.3705,0.0,0.0,0.0,0.147864,364.71,0.246,0.287
1001.3338,37.2664,0.0,3.5524,0.4117,0.593128,1525.21,0.337,0.305
0.0,0.0,395.2549,0.0,0.0,0.510992,742.71,0.131,0.263
514.131,508.1905,20.3664,0.0,0.0,1.447975,1128.6,0.5,0.184
67.1066,230.0288,0.0,0.0,0.0,0.487657,637.34,0.18,0.305
6455.0066,0.0,0.0,0.0,0.0,0.354793,6822.52,0.47,0.154
0.0,490.6261,0.0,500.2905,0.0,1.261779,1045.31,0.244,0.264
0.0,0.0,0.0,33.6171,0.0,0.009117,243.56,0.368,0.245
0.0,515.6576,0.0,485.6861,0.0,1.252187,1352.99,0.25,0.224
315.0667,0.0,0.0,0.0,0.0,0.236104,441.09,0.211,0.153
0.0,2207.6961,0.0,0.0,0.0,1.431098,2475.29,0.422,0.265
0.0,0.0,0.0,92.8665,0.0,0.025864,566.09,0.36,0.386
444.3342,453.0537,2.7172,3.4638,0.197,1.138907,1184.09,0.5,0.19
0.0,0.0,140.5022,0.0,0.0,0.484755,416.91,0.178,0.358
0.0,0.0,0.0,0.0,396.9676,0.281518,758.21,0.418,0.149
9900.5465,0.0,0.0,0.0,0.0,0.37783,10346.15,0.478,0.24
0.0,0.0,0.0,0.0,402.5872,0.292758,841.29,0.263,0.329
508.3324,515.8937,19.7487,0.0,0.0,1.451964,1215.87,0.431,0.197
3492.6164,0.0,0.0,0.0,0.0,0.33189,3622.96,0.361,0.171
84.6104,76.2583,0.0,0.0,0.0,0.388364,278.04,0.225,0.4
492.4248,516.1328,20.2968,0.0,0.0,1.458567,1300.84,0.475,0.222
85.0425,76.6152,0.0,0.0,0.0,0.385896,649.57,0.222,0.366
1375.8994,0.0,0.0,0.0,0.0,0.301844,1588.98,0.332,0.29
0.0,494.5874,0.0,491.2077,0.0,1.260736,1316.55,0.219,0.259
0.0,8686.2317,0.0,0.0,0.0,3.788102,8945.57,0.124,0.269
0.0,0.0,0.0,283.9871,0.0,0.076795,393.92,0.205,0.226
244.657,97.4746,0.0,0.0,0.0,0.523439,580.1,0.155,0.345
0.0,0.0,203.5532,0.0,0.0,0.510504,374.54,0.247,0.369
473.2429,453.4866,2.7956,3.4128,0.1912,1.143833,1233.11,0.5,0.212
0.0,0.0,311.703,0.0,0.0,0.517333,589.82,0.264,0.343
0.0,1635.2387,0.0,0.0,0.0,1.089667,2068.02,0.324,0.257
1021.7646,1025.4979,0.0,0.0,0.0,1.688652,2112.29,0.242,0.283
0.0,0.0,197.5655,0.0,0.0,0.509928,615.2,0.441,0.381
0.0,0.0,0.0,0.0,42.4831,0.066023,356.45,0.282,0.255
511.9668,502.0551,0.0,498.9218,0.0,1.82147,1831.19,0.165,0.362
0.0,6832.4803,0.0,0.0,0.0,3.307049,7256.6,0.34,0.134
50.5735,73.9485,0.0,0.0,0.0,0.317314,621.6,0.133,0.121
470.535,461.5479,2.7715,3.3002,0.201,1.140616,1038.19,0.475,0.197
0.0,0.0,422.9607,0.0,0.0,0.522957,775.75,0.132,0.385
0.0,47.9742,19.6937,0.0,0.0,0.406885,453.71,0.205,0.222
549.6324,226.5885,14.5391,0.0,1.075,1.257343,1216.26,0.435,0.25
0.0,493.6183,19.7431,0.0,0.0,0.719975,896.5,0.161,0.147
2097.9735,1942.7846,0.0,0.0,0.0,2.448693,4434.56,0.146,0.105
13.2582,17.3467,0.0,0.0,0.0,0.14835,283.22,0.218,0.304
0.0,0.0,411.2674,0.0,0.0,0.516347,575.24,0.104,0.317
957.6727,960.6388,0.0,0.0,0.0,1.693917,2290.87,0.268,0.301
0.0,0.0,0.0,0.0,244.8929,0.236592,566.83,0.352,0.225
9666.5749,0.0,0.0,0.0,0.0,0.380769,10072.4,0.228,0.288
0.0,0.0,193.8244,0.0,0.0,0.502164,494.63,0.116,0.3
0.0,0.0,0.0,104.5297,0.0,0.028791,262.11,0.403,0.328
473.3707,433.3858,2.8243,3.541,0.1964,1.138899,1332.33,0.447,0.188
0.0,0.0,58.0695,0.0,0.0,0.332879,308.56,0.184,0.115
0.0,325.2618,0.0,0.0,0.0,0.232081,754.18,0.308,0.287
7019.9072,0.0,0.0,0.0,0.0,0.372709,7377.37,0.13,0.355
87.5133,80.3384,0.0,0.0,0.0,0.388301,576.86,0.257,0.4
2042.8243,2040.5702,0.0,0.0,0.0,2.458183,4400.37,0.144,0.125
0.0,0.0,69.5984,0.0,0.0,0.380212,380.64,0.307,0.328
0.0,0.0,0.0,0.0,255.8902,0.23761,725.55,0.33,0.138
0.0,0.0,475.3864,0.0,0.0,0.503959,878.07,0.326,0.194
0.0,511.8027,20.026,0.0,0.0,0.718283,996.29,0.154,0.135
0.0,518.9636,20.5584,0.0,0.0,0.717426,860.71,0.143,0.128
1039.0088,39.3226,0.0,3.584,0.4158,0.59481,1244.17,0.314,0.319
175.9304,73.8297,0.0,0.0,0.0,0.4294,649.81,0.295,0.244
48.4678,76.8763,0.0,0.0,0.0,0.316726,533.36,0.139,0.112
0.0,0.0,0.0,86.748,0.0,0.023272,269.87,0.1,0.182
0.0,4254.9333,0.0,0.0,0.0,2.513085,4667.18,0.208,0.348
0.0,0.0,19.498,0.0,0.0,0.157103,372.86,0.204,0.204
0.0,0.0,0.0,0.0,486.2307,0.297764,614.88,0.359,0.174
90.4603,77.0652,0.0,0.0,0.0,0.38815,288.47,0.221,0.397
0.0,147.3683,20.5974,0.0,0.0,0.515167,298.9,0.45,0.378
0.0,0.0,0.0,0.0,89.5475,0.123658,455.04,0.264,0.251
522.1289,483.321,0.0,482.603,0.0,1.809142,1565.97,0.154,0.325
0.0,482.1582,20.8902,0.0,0.0,0.717074,620.7,0.151,0.126
0.0,8381.1529,0.0,0.0,0.0,3.827552,8446.75,0.333,0.399
1042.8947,2082.1504,0.0,0.0,0.0,2.368066,3346.54,0.147,0.386
251.1654,298.0814,0.0,0.0,0.0,0.693224,616.71,0.138,0.177
5183.6819,0.0,0.0,0.0,0.0,0.355592,5337.93,0.477,0.295
0.0,0.0,0.0,0.0,163.9214,0.190846,284.46,0.373,0.278
1048.7432,39.1782,0.0,3.861,0.392,0.593739,1303.8,0.357,0.311
68.107,253.9618,0.0,0.0,0.0,0.485896,563.09,0.162,0.286
0.0,1251.8579,0.0,0.0,0.0,0.849523,1503.1,0.34,0.255
0.0,0.0,0.0,465.7775,0.0,0.12363,692.69,0.195,0.129
51.4118,0.0,0.0,0.0,0.0,0.165582,292.76,0.109,0.181
0.0,0.0,13.7684,0.0,0.0,0.116007,97.79,0.246,0.168
498.7963,522.7173,0.0,0.0,0.0,0.93223,1205.54,0.265,0.186
502.8882,507.5668,0.0,0.0,0.0,0.936929,1398.19,0.259,0.212
0.0,0.0,0.0,0.0,210.8563,0.220076,293.35,0.374,0.251
0.0,0.0,0.0,151.6429,0.0,0.040403,605.29,0.438,0.155
0.0,518.5152,0.0,478.9403,0.0,1.259888,1478.68,0.212,0.255
501.4887,491.0869,0.0,0.0,0.0,0.936205,1105.36,0.282,0.208
1960.4718,0.0,0.0,0.0,0.0,0.321154,2446.92,0.117,0.367
0.0,155.2821,20.9298,0.0,0.0,0.508901,590.04,0.5,0.314
0.0,0.0,1.91,0.0,0.0,0.018499,139.65,0.456,0.325
954.2045,2019.6476,0.0,0.0,0.0,2.352165,3306.32,0.141,0.35
0.0,6512.3298,0.0,0.0,0.0,3.252425,6582.87,0.156,0.183
486.4867,480.3659,0.0,500.6292,0.0,1.805605,1707.91,0.184,0.315
6311.6813,0.0,0.0,0.0,0.0,0.367561,6557.35,0.199,0.346
0.0,149.8041,20.5808,0.0,0.0,0.515466,488.77,0.464,0.382
171.7087,72.1293,0.0,0.0,0.0,0.430495,695.16,0.277,0.257
1010.5071,2037.7259,0.0,0.0,0.0,2.360759,3466.12,0.158,0.37
0.0,0.0,0.0,0.0,98.778,0.135873,221.91,0.484,0.355
0.0,0.0,0.0,0.0,273.5227,0.25706,612.77,0.387,0.393
0.0,0.0,0.0,451.2065,0.0,0.122471,790.03,0.264,0.247
482.4371,503.8395,20.4788,0.0,0.0,1.452895,1494.88,0.485,0.202
0.0,0.0,0.0,375.5886,0.0,0.104253,848.98,0.15,0.363
0.0,0.0,202.1449,0.0,0.0,0.508852,552.39,0.411,0.359
0.0,0.0,0.0,345.5279,0.0,0.094468,478.71,0.124,0.281
0.0,0.0,219.5749,0.0,0.0,0.496858,464.32,0.374,0.2
0.0,9758.6526,0.0,0.0,0.0,3.942635,10036.29,0.436,0.32
9868.8799,0.0,0.0,0.0,0.0,0.383284,10289.02,0.48,0.318
973.961,2071.9055,0.0,0.0,0.0,2.371341,3218.47,0.146,0.393
0.0,156.8811,19.5543,0.0,0.0,0.510059,280.03,0.425,0.324
496.1559,520.1657,19.9666,0.0,0.0,1.450553,1416.26,0.481,0.193
0.0,50.0209,20.6983,0.0,0.0,0.407396,550.43,0.232,0.229
475.9365,494.5801,0.0,498.7574,0.0,1.810606,1719.25,0.153,0.329
0.0,492.1048,19.6706,0.0,0.0,0.718206,625.09,0.144,0.134
523.393,498.8945,0.0,0.0,0.0,0.938963,1271.67,0.25,0.223
0.0,0.0,0.0,119.0733,0.0,0.032669,354.16,0.196,0.302
0.0,0.0,80.0125,0.0,0.0,0.402389,196.3,0.103,0.289
0.0,145.7214,19.3738,0.0,0.0,0.512641,341.82,0.419,0.351
0.0,0.0,0.0,73.2181,0.0,0.019442,345.05,0.232,0.132
501.4315,504.5058,0.0,0.0,0.0,0.933964,1067.79,0.28,0.196
0.0,0.0,0.0,223.3573,0.0,0.06046,337.92,0.161,0.23
243.3921,102.1366,0.0,0.0,0.0,0.524524,662.64,0.156,0.356
260.5189,302.4477,0.0,0.0,0.0,0.691216,976.16,0.148,0.162
985.9445,1042.6708,0.0,0.0,0.0,1.699426,2318.48,0.244,0.317
522.6718,477.6772,0.0,0.0,0.0,0.933042,1150.92,0.278,0.191
0.0,0.0,0.0,0.0,448.6987,0.30376,840.24,0.3,0.374
7958.0901,0.0,0.0,0.0,0.0,0.372072,8230.91,0.292,0.278
0.0,0.0,0.0,0.0,18.3565,0.030015,178.97,0.466,0.201
239.7368,99.1798,0.0,0.0,0.0,0.52768,429.74,0.161,0.389
2058.5003,1926.0907,0.0,0.0,0.0,2.451562,4438.79,0.155,0.111
503.6283,491.7927,19.3639,0.0,0.0,1.456681,1492.48,0.483,0.215
458.8179,433.1018,2.6934,3.3691,0.1906,1.14247,1043.15,0.489,0.206
0.0,5706.0975,0.0,0.0,0.0,3.051477,5951.67,0.41,0.281
0.0,0.0,356.523,0.0,0.0,0.51637,856.02,0.231,0.324
0.0,0.0,0.0,25.1215,0.0,0.006956,134.06,0.342,0.355
0.0,6194.9035,0.0,0.0,0.0,3.172024,6562.42,0.375,0.212
0.0,48.5959,20.3571,0.0,0.0,0.40583,505.67,0.196,0.208
0.0,0.0,374.3226,0.0,0.0,0.505776,591.96,0.127,0.211
1021.2394,986.8375,0.0,0.0,0.0,1.6881,2240.92,0.246,0.282
478.8991,503.367,0.0,475.8808,0.0,1.816798,1636.3,0.155,0.348
437.5278,447.2564,2.6755,3.4396,0.2037,1.146929,1030.1,0.5,0.226
0.0,2576.8289,0.0,0.0,0.0,1.648222,2939.86,0.101,0.286
0.0,5853.5436,0.0,0.0,0.0,3.108286,6346.39,0.367,0.29
7712.8865,0.0,0.0,0.0,0.0,0.375167,7788.26,0.446,0.344
0.0,152.9571,20.991,0.0,0.0,0.510457,350.41,0.442,0.329
0.0,0.0,171.224,0.0,0.0,0.486153,334.17,0.326,0.208
0.0,415.7286,0.0,0.0,0.0,0.296503,751.09,0.151,0.303
0.0,0.0,0.0,0.0,30.9733,0.0503,507.19,0.263,0.332
952.5004,2057.1564,0.0,0.0,0.0,2.35651,3122.5,0.146,0.36
0.0,0.0,0.0,0.0,22.5757,0.036169,504.74,0.118,0.143
0.0,0.0,290.2338,0.0,0.0,0.50562,767.94,0.333,0.231
509.1349,494.6404,19.7897,0.0,0.0,1.45841,1385.22,0.436,0.22
245.2878,102.8292,0.0,0.0,0.0,0.524133,570.18,0.167,0.353
0.0,0.0,0.0,0.0,359.6226,0.281918,820.12,0.353,0.316
167.4019,76.3142,0.0,0.0,0.0,0.429391,713.32,0.321,0.245
0.0,0.0,301.4714,0.0,0.0,0.509453,671.75,0.492,0.271
0.0,143.7295,19.8632,0.0,0.0,0.510258,586.77,0.485,0.328
261.257,100.3569,0.0,0.0,0.0,0.527462,623.97,0.169,0.387
524.4962,488.9435,0.0,524.7943,0.0,1.813356,1603.17,0.154,0.338
0.0,9694.1232,0.0,0.0,0.0,3.896365,9774.57,0.383,0.263
13.5362,16.6022,0.0,0.0,0.0,0.14909,529.52,0.219,0.33
0.0,0.0,0.0,306.9852,0.0,0.0835,396.49,0.169,0.255
0.0,524.7928,20.7946,0.0,0.0,0.719084,1009.33,0.148,0.14
0.0,0.0,0.0,59.3545,0.0,0.015783,413.31,0.258,0.14
0.0,721.9841,0.0,0.0,0.0,0.513013,973.86,0.389,0.366
180.4534,70.3396,0.0,0.0,0.0,0.431783,344.05,0.29,0.273
0.0,50.9734,19.0162,0.0,0.0,0.406369,471.41,0.234,0.216
0.0,0.0,411.0899,0.0,0.0,0.495669,837.91,0.168,0.106
49.7902,73.3292,0.0,0.0,0.0,0.317715,226.6,0.127,0.128
3208.344,0.0,0.0,0.0,0.0,0.33729,3571.84,0.469,0.312
3253.843,0.0,0.0,0.0,0.0,0.334317,3553.08,0.488,0.257
0.0,0.0,70.2765,0.0,0.0,0.382214,551.28,0.477,0.336
0.0,4547.3986,0.0,0.0,0.0,2.615141,4714.53,0.463,0.301
521.8223,489.4725,20.3786,0.0,0.0,1.452369,1127.35,0.475,0.199
1849.1967,0.0,0.0,0.0,0.0,0.304161,2238.22,0.251,0.125
12.9406,17.3732,0.0,0.0,0.0,0.148367,175.59,0.215,0.305
0.0,0.0,0.0,358.025,0.0,0.096288,818.13,0.108,0.195
0.0,0.0,105.997,0.0,0.0,0.453621,533.17,0.421,0.388
0.0,0.0,0.0,39.4697,0.0,0.010725,117.39,0.236,0.252
5467.4654,0.0,0.0,0.0,0.0,0.364563,5883.23,0.479,0.396
0.0,0.0,361.3535,0.0,0.0,0.522596,445.99,0.13,0.385
1052.3073,38.174,0.0,3.8754,0.3945,0.593416,1415.37,0.35,0.308
523.0589,216.976,14.654,0.0,1.1232,1.252934,1247.54,0.494,0.233
974.4686,2068.4499,0.0,0.0,0.0,2.374357,3533.66,0.138,0.4
0.0,0.0,0.0,416.822,0.0,0.113993,899.46,0.372,0.289
0.0,0.0,492.0066,0.0,0.0,0.523373,574.89,0.349,0.394
0.0,0.0,0.0,0.0,381.0873,0.288539,478.88,0.41,0.342
1044.6564,974.6617,0.0,0.0,0.0,1.696503,2491.2,0.276,0.309
0.0,515.2953,19.8549,0.0,0.0,0.716756,790.94,0.154,0.124
0.0,0.0,0.0,0.0,308.5971,0.258399,641.95,0.266,0.15
7851.9315,0.0,0.0,0.0,0.0,0.359248,8045.47,0.438,0.107
476.6457,505.3979,0.0,524.4862,0.0,1.814889,1767.17,0.173,0.343
8492.3547,0.0,0.0,0.0,0.0,0.378034,8563.49,0.167,0.321
478.7398,524.4262,20.3496,0.0,0.0,1.457315,1376.76,0.431,0.216
7983.1132,0.0,0.0,0.0,0.0,0.375136,8200.82,0.204,0.317
1021.0388,1016.1131,0.0,0.0,0.0,1.695967,2281.65,0.272,0.307
0.0,0.0,0.0,0.0,37.4479,0.0573,272.46,0.194,0.106
0.0,0.0,0.0,0.0,43.7233,0.067366,263.46,0.421,0.23
241.5246,301.8949,0.0,0.0,0.0,0.691235,1015.72,0.137,0.162
0.0,0.0,0.0,132.7482,0.0,0.036292,310.79,0.277,0.285
1003.1109,990.8222,0.0,0.0,0.0,1.695166,2492.2,0.254,0.304
0.0,7975.591,0.0,0.0,0.0,3.727015,8395.71,0.153,0.359
0.0,0.0,0.0,0.0,138.3771,0.173168,294.9,0.351,0.349
46.6991,72.7283,0.0,0.0,0.0,0.316547,372.6,0.153,0.11
173.7692,71.5465,0.0,0.0,0.0,0.430782,384.01,0.317,0.262
997.581,38.137,0.0,3.7552,0.3833,0.593984,1150.78,0.319,0.312
173.0,74.0,0.0,0.0,0.0,0.429987,548.95,0.295,0.251
64.6679,242.8995,0.0,0.0,0.0,0.484542,552.74,0.165,0.271
0.0,0.0,0.0,126.4291,0.0,0.03415,272.73,0.213,0.22
62.1006,242.4004,0.0,0.0,0.0,0.487722,410.11,0.155,0.305
0.0,0.0,0.0,0.0,186.0411,0.204154,343.48,0.185,0.223
564.5868,218.2803,15.137,0.0,1.1428,1.252656,1225.25,0.485,0.232
2158.8376,0.0,0.0,0.0,0.0,0.32001,2470.81,0.238,0.286
0.0,0.0,0.0,0.0,97.729,0.130116,527.44,0.284,0.165
0.0,0.0,0.0,20.0296,0.0,0.005341,246.39,0.379,0.158
9404.6335,0.0,0.0,0.0,0.0,0.386104,9768.47,0.219,0.377
0.0,0.0,0.0,0.0,282.2083,0.260292,393.29,0.491,0.389
0.0,5444.891,0.0,0.0,0.0,2.959761,5800.29,0.245,0.278
0.0,514.3222,0.0,516.5773,0.0,1.258696,1394.55,0.222,0.25
48.2313,72.0901,0.0,0.0,0.0,0.317366,247.25,0.128,0.122
0.0,0.0,0.0,0.0,244.5242,0.235029,399.31,0.297,0.193
85.4702,78.4589,0.0,0.0,0.0,0.38703,637.17,0.256,0.382
172.2015,74.3005,0.0,0.0,0.0,0.428697,518.46,0.299,0.236
0.0,7965.3729,0.0,0.0,0.0,3.598843,8031.65,0.221,0.179
477.7103,427.3202,2.6627,3.2549,0.1945,1.14147,976.12,0.496,0.201
0.0,0.0,0.0,0.0,142.0921,0.171509,469.57,0.116,0.198
0.0,6166.5031,0.0,0.0,0.0,3.223424,6588.23,0.413,0.313
257.5456,99.6637,0.0,0.0,0.0,0.525121,759.63,0.158,0.363
0.0,145.2783,19.4089,0.0,0.0,0.511802,392.5,0.478,0.344
0.0,0.0,416.825,0.0,0.0,0.514104,479.95,0.292,0.299
493.9955,515.2635,20.3063,0.0,0.0,1.454836,1103.32,0.444,0.207
0.0,0.0,0.0,380.2878,0.0,0.101136,466.84,0.497,0.147
0.0,0.0,0.0,0.0,251.1859,0.24464,555.82,0.467,0.34
0.0,0.0,313.1172,0.0,0.0,0.505509,789.02,0.457,0.226
466.1535,460.177,2.6861,3.3196,0.208,1.143475,1110.5,0.5,0.211
0.0,503.6377,0.0,485.1897,0.0,1.257815,1269.81,0.212,0.246
0.0,0.0,0.0,0.0,188.6816,0.212199,629.97,0.172,0.384
0.0,47.9499,19.5731,0.0,0.0,0.406117,285.49,0.229,0.213
0.0,0.0,97.3119,0.0,0.0,0.44082,486.73,0.467,0.385
0.0,0.0,0.0,42.3442,0.0,0.01131,233.01,0.264,0.163
0.0,0.0,0.0,346.0056,0.0,0.092652,516.96,0.179,0.174
552.7907,211.692,15.0203,0.0,1.066,1.253545,953.57,0.488,0.236
13.0018,16.2238,0.0,0.0,0.0,0.148552,288.15,0.231,0.312
0.0,2018.5345,0.0,0.0,0.0,1.343397,2395.54,0.222,0.349
0.0,0.0,0.0,201.2031,0.0,0.055587,515.8,0.241,0.34
483.5322,490.5688,0.0,513.4138,0.0,1.821155,1904.77,0.175,0.361
999.7843,39.6763,0.0,3.7946,0.3906,0.591091,1233.16,0.344,0.287
956.5193,1909.9845,0.0,0.0,0.0,2.36136,3135.01,0.14,0.37
1006.1995,38.6531,0.0,3.5905,0.4077,0.590872,1511.52,0.335,0.284
1021.7868,1039.7039,0.0,0.0,0.0,1.705383,2122.68,0.257,0.336
0.0,0.0,27.166,0.0,0.0,0.204616,221.69,0.188,0.205
0.0,0.0,35.8879,0.0,0.0,0.248333,262.22,0.458,0.161
555.2425,212.4431,15.0129,0.0,1.126,1.250226,1079.75,0.5,0.222
495.4759,493.7366,0.0,0.0,0.0,0.932438,1087.87,0.264,0.187
0.0,0.0,120.9658,0.0,0.0,0.458701,527.71,0.128,0.242
991.5917,1961.0763,0.0,0.0,0.0,2.355996,3241.28,0.15,0.359
0.0,52.2061,20.699,0.0,0.0,0.40658,478.15,0.199,0.218
50.9309,77.2289,0.0,0.0,0.0,0.316694,620.49,0.135,0.111
0.0,0.0,313.2963,0.0,0.0,0.515259,414.28,0.261,0.321
0.0,0.0,158.7934,0.0,0.0,0.489114,417.7,0.389,0.297
49.8439,70.3395,0.0,0.0,0.0,0.317705,466.84,0.137,0.128
437.3946,462.9743,2.7222,3.3907,0.1912,1.139066,1191.59,0.484,0.19
1101.2312,0.0,0.0,0.0,0.0,0.297472,1279.52,0.169,0.369
64.4405,236.4354,0.0,0.0,0.0,0.487428,431.72,0.175,0.303
1942.4251,1994.6189,0.0,0.0,0.0,2.448667,4137.22,0.168,0.106
978.8149,982.3976,0.0,0.0,0.0,1.701014,2150.68,0.284,0.323
0.0,0.0,15.4779,0.0,0.0,0.130239,478.35,0.216,0.241
0.0,7140.8693,0.0,0.0,0.0,3.405087,7471.97,0.253,0.162
0.0,0.0,0.0,275.3317,0.0,0.073076,721.01,0.39,0.134
0.0,0.0,0.0,82.2028,0.0,0.022886,577.48,0.374,0.385
0.0,0.0,0.0,192.3055,0.0,0.053097,363.43,0.179,0.335
0.0,511.6466,0.0,493.5633,0.0,1.263982,1282.8,0.229,0.273
0.0,2487.1427,0.0,0.0,0.0,1.588864,2971.16,0.182,0.257
0.0,0.0,0.0,367.4629,0.0,0.100036,672.17,0.451,0.267
0.0,6385.2595,0.0,0.0,0.0,3.28399,6478.33,0.109,0.293
0.0,7709.2184,0.0,0.0,0.0,3.511226,7849.64,0.314,0.129
1017.3915,38.451,0.0,3.5795,0.4117,0.59612,1539.77,0.336,0.331
2091.5639,1980.8625,0.0,0.0,0.0,2.454016,4133.21,0.161,0.117
0.0,0.0,251.542,0.0,0.0,0.516151,526.59,0.265,0.361
1034.5969,39.6486,0.0,3.5909,0.4102,0.592939,1489.94,0.346,0.303
854.2064,0.0,0.0,0.0,0.0,0.274421,1340.2,0.4,0.139
0.0,0.0,0.0,0.0,461.3226,0.298511,959.36,0.292,0.246
1014.6992,38.4476,0.0,3.7072,0.4053,0.595195,1467.57,0.339,0.323
0.0,3236.1022,0.0,0.0,0.0,2.007278,3630.3,0.425,0.315
0.0,0.0,0.0,0.0,206.7583,0.221032,355.21,0.23,0.327
0.0,510.7837,19.7814,0.0,0.0,0.719182,736.27,0.151,0.141
173.7591,72.8053,0.0,0.0,0.0,0.431311,594.42,0.291,0.268
0.0,0.0,310.3302,0.0,0.0,0.497905,707.34,0.362,0.145
180.7224,73.371,0.0,0.0,0.0,0.427958,680.71,0.324,0.227
6576.4028,0.0,0.0,0.0,0.0,0.357097,6663.66,0.341,0.174
246.1405,303.6452,0.0,0.0,0.0,0.692456,944.83,0.143,0.171
0.0,0.0,0.0,314.9103,0.0,0.087172,607.19,0.497,0.357
0.0,0.0,0.0,0.0,329.1537,0.265711,578.37,0.393,0.17
0.0,401.0919,0.0,0.0,0.0,0.282223,517.45,0.231,0.23
49.5063,72.6088,0.0,0.0,0.0,0.316445,318.27,0.135,0.107
0.0,498.4162,20.7237,0.0,0.0,0.717397,833.71,0.163,0.128
3110.3744,0.0,0.0,0.0,0.0,0.339492,3408.73,0.324,0.363
0.0,0.0,0.0,454.2173,0.0,0.125582,875.95,0.369,0.347
0.0,0.0,0.0,250.6378,0.0,0.066385,636.82,0.187,0.118
0.0,0.0,52.6825,0.0,0.0,0.32524,120.2,0.435,0.286
0.0,0.0,0.0,0.0,232.5182,0.23594,627.33,0.222,0.343
977.1106,37.9749,0.0,3.7853,0.405,0.595924,1176.21,0.342,0.33
0.0,51.9967,20.9399,0.0,0.0,0.407116,160.65,0.198,0.225
0.0,0.0,0.0,0.0,353.6395,0.283641,490.26,0.141,0.373
305.7781,0.0,0.0,0.0,0.0,0.240805,633.4,0.492,0.29
66.8002,251.0136,0.0,0.0,0.0,0.48675,599.15,0.179,0.296
256.6712,97.6829,0.0,0.0,0.0,0.526949,801.09,0.169,0.382
0.0,0.0,338.5603,0.0,0.0,0.494373,545.2,0.249,0.1
506.1258,490.7528,0.0,0.0,0.0,0.933486,1373.17,0.292,0.194
0.0,0.0,0.0,278.3925,0.0,0.073577,401.75,0.194,0.107
551.447,215.4562,15.293,0.0,1.0735,1.252399,988.11,0.5,0.231
1044.6792,40.2116,0.0,3.7912,0.3962,0.596317,1444.34,0.36,0.334
497.5773,503.9805,0.0,0.0,0.0,0.936149,1058.47,0.263,0.208
0.0,48.955,20.0412,0.0,0.0,0.407471,269.77,0.225,0.23
0.0,0.0,445.9361,0.0,0.0,0.512951,614.76,0.476,0.291
0.0,48.9548,20.5887,0.0,0.0,0.406775,462.9,0.199,0.22
0.0,0.0,0.0,305.7318,0.0,0.081292,738.21,0.178,0.138
168.0039,72.6175,0.0,0.0,0.0,0.429255,401.0,0.292,0.242
4319.9046,0.0,0.0,0.0,0.0,0.336124,4401.66,0.357,0.108
90.578,77.3377,0.0,0.0,0.0,0.385999,401.25,0.257,0.368
0.0,0.0,0.0,0.0,123.4806,0.157482,584.24,0.344,0.264
0.0,477.025,20.2253,0.0,0.0,0.718625,796.81,0.162,0.137
13.2121,16.7309,0.0,0.0,0.0,0.149472,299.1,0.246,0.345
173.7333,74.2032,0.0,0.0,0.0,0.431678,337.35,0.302,0.272
0.0,0.0,0.0,0.0,26.4133,0.041765,258.75,0.338,0.132
1013.4914,2071.2599,0.0,0.0,0.0,2.351056,3134.82,0.151,0.347
2066.4452,1991.7537,0.0,0.0,0.0,2.45765,4551.89,0.139,0.124
0.0,0.0,0.0,0.0,317.3721,0.268323,396.75,0.429,0.294
509.8899,479.1117,0.0,0.0,0.0,0.934067,1240.7,0.273,0.196
0.0,2689.934,0.0,0.0,0.0,1.709249,2895.68,0.49,0.292
2069.513,2051.7864,0.0,0.0,0.0,2.450581,4221.27,0.159,0.109
485.9941,493.4155,0.0,0.0,0.0,0.933577,1369.2,0.281,0.194
260.3785,103.5452,0.0,0.0,0.0,0.525038,794.4,0.179,0.362
